Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,optimal_saving  ,"optimal_saving,suitable_investment_type,suitable_equity_allocation"
30/12/2024 12:30:37,1,contract construction worker,4,150000,1800000,"Salary, Business profits",pension,Yes,No,8000,"90,000",16000,"160,000",No,65000,500000,55,0.43333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,software engineer,2,60000,"150,000","Freelancing, Brand endorsements",,No,No,,"90,000",10 000,150 000,No,5000,"80,000",51,0.083333333,General Finance,Consult a financial advisor,,
14/12/2024 15:10:38,0,Structural design engineer,4,55000,220 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",110000,125000,yes,47000,"8,000",45,0.8545454545454545,General Finance,Consult a financial advisor,,
19/12/2024 15:21:02,1,Civil Engineer,5,300000,400000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,25000,160000,No,100000,100000,52,0.3333333333333333,General Finance,Consult a financial advisor,,
13/12/2024 14:50:22,0,Draftsperson,4,140000,"180,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Crop sales,Yes,No,,"90,000","22,000",150000,No,50000,65000,37,0.35714285714285715,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,none,1,65000,1800000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,130 000,No,45000,65 000,33,0.6923076923076923,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Retired,6,200000,"45,000","Investments (fixed deposits, stocks etc), Salary",,No,No,5000,40000,40 000 ,180000,No,35000,150000,47,0.175,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,none,4,140000,"350,000","Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",10 000,120000,No,55000,"25,000",36,0.39285714285714285,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,,4,120000,170 000,"Salary, Pension",,Yes,No,10 000,"90,000",15000,150000,No,20000,"70,000",48,0.16666666666666666,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Teacher,3,180000,220 000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",12 000,"90,000",No,40000,80 000,38,0.2222222222222222,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Key Account Manager,5,160000,250 000,Salary,,Yes,No,8000,40000,10 000,170000,yes,55000,"90,000",54,0.34375,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Retired,2,130000,1800000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,85000,No,65000,60000,20,0.5,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Forman (Government),4,130000,120000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,No,8000,"90,000",35 000,140000,No,300000,50 000,47,2.3076923076923075,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,,4,110000,180 000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,"200,000",No,5000,80 000,47,0.045454545454545456,General Finance,Consult a financial advisor,,
4/1/2025 23:46,1,Cleark (Government),2,375000,300 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,No,,75000,8 000,80 000,No,35000,400000,47,0.093333333,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Housewife,4,70000,220 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",35 000,170000,No,5000,"75,000",52,0.071428571,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Draftsperson,2,160000,250 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",35000,"200,000",No,50000,"75,000",38,0.3125,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Structural design engineer,4,120000,240000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,160000,No,8000,75000,40,0.066666667,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,IT Manager,3,70000,200 000,"Salary, Investments, Self-owned business",,Yes,No,8000,"90,000",10 000,180 000,No,60000,"90,000",30,0.8571428571428571,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,General manager,4,120000,"160,000",Salary,pension,Yes,No,,,"15,000",160000,No,50000,65000,28,0.4166666666666667,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Environment specialist,4,180000,140 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,20000,130 000,No,45000,500000,35,0.25,General Finance,Consult a financial advisor,,
19/12/2024 15:39:05,1,Project manager,5,250000,450000,Salary,,Yes,No,0,,20000,180000,No,200000,200000,54,0.8,General Finance,Consult a financial advisor,,
4/1/2025 23:53,0,Chemical Lab Technician,4,130000,160 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"100,000",10 000,"150,000",No,40000,"150,000",22,0.3076923076923077,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,Dancer,2,150000,270000,"Salary, Investments, Self-owned business",pension,Yes,No,,15000,110000,190000,Yes,5000,90 000,53,0.033333333,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,General manager,5,380000,380000,Salary,,Yes,No,,,14000,160000,No,140000,"140,000",26,0.3684210526315789,General Finance,Consult a financial advisor,,
4/1/2025 23:46,1,Compliance Specialist,5,180000,210000,"Salary, Pension",pension,Yes,No,8000,,"22,000",130000,No,50000,"60,000",51,0.2777777777777778,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,Insurance Manager,5,160000,"150,000","Salary, Investments, Rental income",pension,Yes,No,,"90,000",100000,"200,000",yes,45000,80000,57,0.28125,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Forman (Government),4,15000,170 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,12000,80000,No,47000,"150,000",21,3.1333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Chemical Engineer,3,200000,200000,"Salary, Business profits",pension,Yes,No,5000,"90,000","18,000",200000,No,40000,"25,000",32,0.2,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Deputy General Manager (Construction),3,150000,240000,"Salary, Commission, Investments",pension,Yes,No,,"90,000",20 000,"80,000",No,60000,85000,48,0.4,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,HR Manager,2,120000,130 000,"Salary, Freelancing",,Yes,No,,"90,000","15,000",85 000,Yes,35000,25000,49,0.2916666666666667,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,,4,100000,430000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,150 000,No,0,70000,57,0,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,,2,150000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,8000,"90,000",100000,125000,No,70000,300000,36,0.4666666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,University Lecturer,5,160000,130000,"Freelancing, Brand endorsements",pension,No,No,,"90,000",110000,160000,No,70000,150000,23,0.4375,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,,2,65000,130 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,No,,"90,000","28,000",140 000,No,400000,"40,000",40,6.153846153846154,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,Lighting Technician,3,65000,675000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",10 000,160000,No,70000,"90,000",29,1.0769230769230769,General Finance,Consult a financial advisor,,
14/12/2024 15:51:03,0,software engineer,2,250000,50 000,"Salary, Commission, Investments",,No,No,30000,"90,000",10 000,160000,No,5000,"8,000",25,0.02,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,HR Manager,2,170000,"180,000","Investments (fixed deposits, stocks etc), Salary",Event betting cuts,Yes,No,,"90,000","22,000",180000,No,40000,300 000,43,0.23529411764705882,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,,4,60000,300000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",35 000,"180,000",No,45000,"70,000",55,0.75,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,contract construction worker,2,130000,160 000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",10 000,200000,No,70000,280 000,35,0.5384615384615384,General Finance,Consult a financial advisor,,
19/12/2024 14:57:05,0,Resident Engineer,2,160000,520000,"Investments (fixed deposits, stocks etc), Salary",Vehicle bonuses,Yes,No,,,16000,190000,No,5000,500000,55,0.03125,General Finance,Consult a financial advisor,,
4/1/2025 22:47,1,University Lecturer,4,140000,100 000,Salary,,Yes,No,,"90,000","25,000",120000,No,300000,"20,000",44,2.142857142857143,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,,2,150000,"140,000",Salary,,Yes,No,,"90,000",50000,"140,000",No,50000,80 000,37,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Deputy Shop Manager,3,80000,130000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",10 000,150 000,No,500000,"60,000",34,6.25,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Marketing Manager,5,200000,260000,"Freelancing, Brand endorsements",,Yes,No,,,12 000,"160,000",no,45000,75000,47,0.225,General Finance,Consult a financial advisor,,
,0,Dancer,1,65000,"65,000",Freelancing,Event performances,No,Yes,"15,000","35,000",,,Yes,10000,"25,000",44,0.15384615384615385,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,contract construction worker,4,170000,180000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000","22,000",170000,Yes,60000,60000,32,0.35294117647058826,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,none,4,160000,220 000,Freelancing,pension,Yes,No,,"90,000",110000,"200,000",No,90000,"250,000",38,0.5625,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Draftsman,4,60000,500 000,"Salary, Investments, Rental income",pension,Yes,Yes,,"90,000",100000,160000,No,70000,280 000,51,1.1666666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Diagnostic Technician,4,160000,675000,"Freelancing, Brand endorsements",pension,No,No,,"90,000","10,000","200,000",No,90000,280 000,42,0.5625,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,,4,140000,"240,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,140000,No,80000,35 000,52,0.5714285714285714,General Finance,Consult a financial advisor,,
27/12/2024 12:05:27,1,Secretary,4,150000,450000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,8000,35 000,25000,85000,No,47000,120 000,34,0.31333333333333335,General Finance,Consult a financial advisor,,
4/1/2025 23:10,1,University Lecturer,4,160000,120 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",22 000,"160,000",No,50000,"150,000",45,0.3125,General Finance,Consult a financial advisor,,
4/1/2025 23:06,1,Car Salesman,4,140000,520000,"Freelancing, Brand endorsements",pension,No,No,,,22000,,Yes,45000,60 000,56,0.32142857142857145,General Finance,Consult a financial advisor,,
10/1/2025 20:10,1,,5,130000,"350,000",Salary,,Yes,No,,"90,000",15 000,"150,000",Noo,40000,"60,000",20,0.3076923076923077,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Supervisor,3,170000,100 000,"Salary, Commission, Investments",,No,No,,"90,000","15,000","150,000",yes,35000,400000,44,0.20588235294117646,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,none,4,130000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,180000,No,30000,70 000,57,0.23076923076923078,General Finance,Consult a financial advisor,,
10/1/2025 20:20,1,Repairer,5,70000,190000,"Freelancing, Brand endorsements",pension,No,Yes,5000,25 000,"35,000",90 000,No,5000,70 000,36,0.071428571,General Finance,Consult a financial advisor,,
4/1/2025 23:06,1,Store keeper,3,70000,250000,"Salary, Investments, Freelancing",pension,Yes,No,15000,"90,000","40,000",85000,No,5000,400000,34,0.071428571,General Finance,Consult a financial advisor,,
,0,Senior Civil Engineer,4,75000,"50,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","10,000",80000,No,20000,"75,000",53,0.26666666666666666,General Finance,Consult a financial advisor,,
5/1/2025 0:09,0,Senior project Manager,3,150000,200000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,8000,"90,000",15 000,180000,No,47000,20000,53,0.31333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,Tyre Fitter,4,140000,210000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,,50000,130 000,No,40000,"90,000",24,0.2857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Internal Auditor,3,65000,120000,Salary,pension,Yes,No,,,15000,180000,No,120000,"8,000",38,1.8461538461538463,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,Tyre Fitter,5,120000,430000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,"220,000",No,55000,"80,000",52,0.4583333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Process Manager,4,140000,130 000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",15 000,"70,000",No,50000,20000,23,0.35714285714285715,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Senior civil Engineer,4,65000,210000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",13000,"80,000",No,50000,60 000,21,0.7692307692307693,General Finance,Consult a financial advisor,,
13/12/2024 14:55:19,0,Lawer,4,160000,500000,"Salary, Freelancing",,Yes,No,,"90,000",18000,"160,000",No,40000,25000,46,0.25,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Car Mechanic,6,200000,"160,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,8000,"90,000",12000,"160,000",No,60000,65 000,41,0.3,General Finance,Consult a financial advisor,,
10/1/2025 20:23,0,Store keeper,2,70000,150 000,"Salary, ",pension,Yes,No,"8,000","90,000",12 000,85000,No,400000,"60,000",39,5.714285714285714,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Teacher,3,140000,160000,"Salary, Investments, Rental income",pension,Yes,No,,,25 000,"80,000",No,5000,"40,000",46,0.035714286,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Key Account Manager,3,180000,240 000,"Salary, Freelancing",,Yes,No,,"90,000","10,000","160,000",No,60000,85000,27,0.3333333333333333,General Finance,Consult a financial advisor,,
13/12/2024 14:55:10,1,Sales executive,4,130000,170 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,8000,"90,000",15000,"180,000",No,65000,80000,37,0.5,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,mason,4,70000,200 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,No,,"90,000",12 000,140000,No,55000,70 000,31,0.7857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Supervisor,2,60000,200 000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000","10,000","80,000",No,40000,65000,21,0.6666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,,4,65000,180000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,5000,"90,000",35 000,180 000,No,60000,"70,000",31,0.9230769230769231,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Cleark (Government),5,600000,180 000,"Salary, Commission",pension,No,No,,"90,000",35000,"160,000",Yes.i  Want to save more,5000,500000,35,0.008333333,General Finance,Consult a financial advisor,,
