Age,Are you employed?,Do you have a vehicle/s?,Do you have any issues in handling your income and expenses? If so please mention.,Do you live alone and cover your own expenses?,How many people are in your house?,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),If u said other please mention what it was,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Investment type,Risk_proxy_returns,Savings_Ratio,Timestamp,Unnamed: 21,What categories of income do you currently have?,What is your job?,What is your personal income?,What is your total household income?,detailed_advice,financial_priority,investment_advice_1,investment_advice_2,investment_advice_avoid
52,1,No,No,no,2,138000,70000,pension,,,67000.0,145000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.650943396,39.42857143,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Salary",retail store,125000,350000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Stock Options Learning,Avoid Overexposure to One Sector
38,1,Yes,No,no,2,7500,50 000,,,,14000.0,158500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.043478261,4.166666667,10/01/2025 19:52,,"Self owned unofficial business (car rentals, house rentals etc)",assistant ,180000,180000,Consult a financial advisor,General Finance,Invest in Index Funds,Explore Foreign Stocks,Avoid Overexposure to One Sector
51,1,Yes,No,no,2,6000,20000,pension,,,57000.0,137000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.030927835,3.0,30/12/2024 12:44,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Technologist,200000,200000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Try Crypto ETFs,Avoid Ignoring Tax Implications
46,1,Yes,No,no,3,76000,"60,000",,,,24000.0,100000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.612903226,38.0,30/12/2024 13:03,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Store keeper,200000,200000,Consult a financial advisor,General Finance,Buy ETFs,Try Crypto ETFs,Avoid Unregulated Investments
34,1,Yes,No,no,5,24500,"75,000",,,,34000.0,91500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.195219124,16.33333333,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Salary",trainee merchandiser,150000,150000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Start ESG Investment,Avoid High Leverage
48,1,Yes,No,no,5,11500,"75,000",,,,9500.0,99000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.105990783,9.583333333,30/12/2024 13:03,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Car Salesman,80000,120000,Consult a financial advisor,General Finance,Open a Forex Account,Try Crypto ETFs,Avoid High-Risk Derivatives
52,1,Yes,No,no,4,195000,35 000,pension,,,62000.0,263000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.6,37.5,04/01/2025 23:46,,Salary,Doctor,150000,520000,Consult a financial advisor,General Finance,Consider Pension Schemes,Start Robo-Advisory Investment,Don't Chase Unrealistic Returns
23,1,Yes,no,no,4,80500,"8,000",pension,,,43000.0,126500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.474926254,32.2,30/12/2024 12:59,,Salary,Workshop manager,250000,250000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Try Crypto ETFs,Avoid Undocumented Assets
24,1,Yes,No,no,2,11500,"80,000",,,,22500.0,136000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.072555205,6.764705882,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",trainee merchandiser,150000,170000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Start Freelancing for Side Income,Avoid Undocumented Assets
20,1,Yes,No,no,4,901000,300 000,,,,242000.0,357000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",1.504173623,60.06666667,04/01/2025 23:39,,Salary,University Lecturer,1500000,1500000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Invest in Collectibles,Avoid Overexposure to One Sector
38,1,Yes,No,no,3,37000,150000,,,,63000.0,200000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.140684411,12.33333333,25/12/2024 14:06,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Bookmaker,180000,300000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Explore Foreign Stocks,Don't Chase Unrealistic Returns
26,1,Yes,No,no,3,574500,"90,000",pension,,,167000.0,258500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",1.350176263,57.45,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Tyre Fitter,1000000,1000000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Start Freelancing for Side Income,Avoid Ponzi Schemes
54,0,Yes,No,no,3,1390500,65 000,,,,81000.0,328500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",3.395604396,77.25,29/12/2024 17:00,,"Salary, Investments, Self-owned business",unemployed,1500000,1800000,Consult a financial advisor,General Finance,Buy ETFs,Balanced Mutual Funds,Avoid Overexposure to One Sector
31,1,Yes,No,no,3,29500,80 000,pension,,,33000.0,87500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.244813278,19.66666667,30/12/2024 12:34,,"Investments (fixed deposits, stocks etc), Salary",Secretary,130000,150000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Try Crowdfunding Platforms,Avoid Overlapping Insurance-Investments
47,1,Yes,No,no,5,60500,"90,000",pension,,,29000.0,130500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.379310345,27.5,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Supervisor,150000,220000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Diversify with Islamic Finance,Don't Invest on Borrowed Money
35,1,Yes,No,no,4,53500,"60,000",pension,,,21000.0,95500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.459227468,31.47058824,30/12/2024 12:34,,"Salary, Pension",Structural design engineer,110000,170000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Open Dollar Account,Avoid Unregulated Investments
21,1,No,No,no,4,37500,20000,pension,,,19000.0,143500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.230769231,18.75,10/01/2025 19:40,,"Salary, Investments, Self-owned business",Financial Advisor,140000,200000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Stock Options Learning,Avoid Frequent Trading
56,1,No,No,no,3,41500,70 000,,,,14000.0,104500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.35021097,25.9375,04/01/2025 22:30,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",senior graduate teacher,65000,160000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Stock Options Learning,Avoid Frequent Trading
53,1,Yes,No,no,2,110000,70000,pension,,,74000.0,216000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.379310345,27.5,29/12/2024 17:12,,"Salary, Investments, Rental income",Dancer,200000,400000,Consult a financial advisor,General Finance,Real Estate (small plots),Peer-to-Peer Lending,Avoid Frequent Trading
37,1,Yes,No,no,2,7500,"90,000",pension,,,18000.0,194500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.035294118,3.409090909,30/12/2024 12:59,,"Salary, Commission",Diagnostic Technician,150000,220000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Participate in Micro Investing,Don't Ignore Inflation
24,1,Yes,No,no,6,31000,100000,,,,79000.0,290000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.08401084,7.75,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Business,300000,400000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Precious Metal Mutual Funds,Don't Invest on Borrowed Money
28,1,Yes,No,no,4,51500,280 000,,,,33000.0,115500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.346801347,25.75,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Supervisor,200000,200000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Dividend-paying Stocks,Avoid Undocumented Assets
39,1,Yes,No,no,2,18500,25000,Event betting cuts,,,13000.0,108500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.152263374,13.21428571,13/12/2024 15:15,,"Freelancing, Brand endorsements",Sales executive,65000,140000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Start Freelancing for Side Income,Avoid Frequent Trading
23,1,Yes,No,no,3,40000,"80,000",pension,,,25000.0,105000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.307692308,23.52941176,30/12/2024 12:30,,Salary,Expert Shop Assistant,80000,170000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Start Robo-Advisory Investment,Avoid High-Risk Derivatives
36,0,Yes,No,no,2,82000,40000,pension,,,58000.0,60000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.694915254,41.0,30/12/2024 12:48,,"Salary, Investments, Rental income",Retired,70000,200000,Consult a financial advisor,General Finance,Invest in REITs,Start Robo-Advisory Investment,Avoid Frequent Trading
55,1,No,No,no,3,14500,"8,000",pension,,,64000.0,121500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.078167116,7.25,04/01/2025 23:46,,"Salary, Commission",E-Commerce Specialist,150000,200000,Consult a financial advisor,General Finance,Buy ETFs,Start ESG Investment,Don't Trust Unlicensed Advisors
28,1,Yes,No,no,5,14500,500000,pension,,,17500.0,138000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.093247588,8.529411765,29/12/2024 17:15,,"Salary, Investments, Rental income",Warehouse Manager,170000,170000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Explore Structured Products,Avoid Non-Diversified Portfolios
30,1,Yes,No,yes,1,60500,"90,000",pension,42500.0,47000.0,,,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.675977654,40.33333333,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Salary",Warehouse Manager,150000,150000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Open Dollar Account,Don't Chase Unrealistic Returns
54,1,Yes,No,no,3,23500,70000,,,,72000.0,104500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.133144476,11.75,04/01/2025 22:30,,Salary,Sales representative,140000,200000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Dividend-paying Stocks,Avoid Unregulated Investments
54,1,No,Yes,no,3,935000,500000,pension,,,124000.0,241000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",2.561643836,71.92307692,10/01/2025 19:40,,"Salary, Investments, Self-owned business",assistant ,200000,1300000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Explore Structured Products,Don't Trust Unlicensed Advisors
50,1,No,No,no,3,51000,70 000,,,,58000.0,111000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.301775148,23.18181818,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Retired production manager,80000,220000,Consult a financial advisor,General Finance,Use Budgeting Tools,Try Automated Saving Apps,Don't Trust Unlicensed Advisors
50,1,No,No,no,2,59500,400000,pension,,,64000.0,226500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.204819277,17.0,30/12/2024 12:26,,"Salary, Investments, Self-owned business",assistant ,150000,350000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Dividend-paying Stocks,Avoid Non-Diversified Portfolios
42,1,Yes,No,no,4,7500,65 000,,,,34500.0,128000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.046153846,4.411764706,30/12/2024 12:44,,"Investments (fixed deposits, stocks etc), Salary",Window Dresser,170000,170000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Peer-to-Peer Lending,Don't Chase Unrealistic Returns
21,1,Yes,No,no,3,8500,"15,000",,,,66000.0,175500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.035196687,3.4,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Nurse,250000,250000,Consult a financial advisor,General Finance,Invest in REITs,Use AI-based Portfolio Managers,Don't Chase Unrealistic Returns
29,0,Yes,No,no,2,67000,"90,000",pension,,,65000.0,108000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.387283237,27.91666667,27/12/2024 20:51,,"Salary, Investments",,170000,240000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Stock Options Learning,Avoid Undocumented Assets
37,1,Yes,Yes,no,3,556500,400000,,,,128000.0,215500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",1.620087336,61.83333333,04/01/2025 23:46,,"Freelancing, Brand endorsements",Deputy Shop Manager,140000,900000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Participate in Micro Investing,Avoid Frequent Trading
21,0,No,No,no,4,13000,50000,,,,29500.0,137500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.077844311,7.222222222,10/01/2025 19:48,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,180000,180000,Consult a financial advisor,General Finance,Buy ETFs,Green Bonds,Don't Invest on Borrowed Money
42,0,Yes,No,no,4,10500,80000,,,,47000.0,142500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.055408971,5.25,30/12/2024 12:23,,"Salary, Commission",,140000,200000,Consult a financial advisor,General Finance,Invest in Index Funds,Stock Options Learning,Avoid Non-Diversified Portfolios
28,1,Yes,No,no,5,22500,"50,000",pension,,,68000.0,109500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.126760563,11.25,30/12/2024 12:44,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",CSR Specialist,140000,200000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Participate in Micro Investing,Don't Invest on Borrowed Money
40,1,Yes,No,no,5,59500,"90,000",pension,,,79000.0,181500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.22840691,18.59375,30/12/2024 12:30,,"Freelancing, Brand endorsements",Key Account Manager,160000,320000,Consult a financial advisor,General Finance,Use Budgeting Tools,Real Estate Trusts,Don't Skip Retirement Planning
33,1,Yes,No,no,3,42000,"8,000",,,,75000.0,83000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.265822785,21.0,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Structural design engineer,180000,200000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Try Crypto ETFs,Avoid Timing the Market
52,1,No,Yes,no,4,27500,"40,000",,,,36500.0,106000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.192982456,16.17647059,27/12/2024 11:28,,Salary,Sales representative,170000,170000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Balanced Mutual Funds,Avoid Overexposure to One Sector
55,1,Yes,No,no,4,812500,"40,000",Freelance design work,,,112000.0,375500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.666666667,62.5,30/12/2024 12:37,,"Salary, Pension",Internal Auditor,110000,1300000,Consult a financial advisor,General Finance,Real Estate (small plots),Diversify with Islamic Finance,Avoid Ignoring Fees
33,1,Yes,No,no,2,10000,"90,000",pension,,,48000.0,162000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.047619048,4.545454545,10/01/2025 19:40,,"Salary, Pension",Varnisher,140000,220000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Precious Metal Mutual Funds,Avoid Undocumented Assets
59,1,Yes,No,no,3,113000,80000,pension,,,25000.0,142000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.676646707,40.35714286,10/01/2025 19:40,,Freelancing,Structural design engineer,70000,280000,Consult a financial advisor,General Finance,Invest in Index Funds,Start Robo-Advisory Investment,Avoid Ponzi Schemes
31,0,Yes,No,no,4,10000,"70,000",pension,,,40000.0,150000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.052631579,5.0,27/12/2024 20:51,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,170000,200000,Consult a financial advisor,General Finance,Invest in Index Funds,Invest in Collectibles,Avoid Unregulated Investments
42,1,Yes,No,no,4,31500,"85,000",pension,,,20000.0,208500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.13785558,12.11538462,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Salary",Warehouse Manager,160000,260000,Consult a financial advisor,General Finance,Consider Pension Schemes,Try Crypto ETFs,Avoid Ignoring Fees
53,1,Yes,No,no,4,1035500,65 000,,,,138000.0,326500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",2.229278794,69.03333333,19/12/2024 15:24,,"Salary, ",Workshop manager,1500000,1500000,Consult a financial advisor,General Finance,Consider Pension Schemes,Start Freelancing for Side Income,Avoid High Leverage
35,1,No,No,no,4,6000,75000,pension,,,46000.0,158000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.029411765,2.857142857,30/12/2024 12:59,,Salary,senior graduate teacher,160000,210000,Consult a financial advisor,General Finance,Buy ETFs,Diversify with Islamic Finance,Don't Skip Retirement Planning
