Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,,risk proxy return,Investment type
10/01/2025 19:40,0,,2,150000,"450,000","Salary, Investments, Self-owned business",,Yes,no,,"90,000",10 000,150 000,,No,5000,"250,000",49,0.033333333,General Finance,Consult a financial advisor,,59.83927493,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,assistant ,3,150000,"300,000",Salary,pension,No,no,,"90,000",12000,"150,000",,No,20000,60 000,50,0.13333333333333333,General Finance,Consult a financial advisor,,58.72836248,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:18,0,,2,140000,180000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,180 000,,No,400000,65000,36,2.857142857142857,General Finance,Consult a financial advisor,,71.05789927,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:26,1,lawyer,4,180000,"180,000",Salary,,Yes,no,,"90,000","10,000","150,000",,No,70000,"90,000",29,0.3888888888888889,General Finance,Consult a financial advisor,,69.72518684,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Structural design engineer,2,160000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,"140,000",,No,5000,70000,27,0.03125,General Finance,Consult a financial advisor,,62.32380655,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
27/12/2024 20:51,1,Mechatronics Technician,2,140000,180000,"Salary, Commission",pension,Yes,no,,"90,000",10 000,170000,,No,70000,35 000,21,0.5,General Finance,Consult a financial advisor,,71.64512696,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:54,0,,5,160000,"160,000",Salary,pension,No,no,,"90,000",10000,"140,000",,No,35000,60 000,51,0.21875,General Finance,Consult a financial advisor,,60.16650919,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:39,1,trainee merchandiser,3,150000,240 000,"Salary, Pension",pension,Yes,no,,"90,000",10000,180000,,No,60000,"70,000",30,0.4,General Finance,Consult a financial advisor,,64.98250311,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
29/12/2024 17:12,0,unemployed,4,55000,"160,000","Salary, Investments, Freelancing",pension,No,no,,"90,000",100000,"130,000",,No,280000,70 000,29,5.090909090909091,General Finance,Consult a financial advisor,,62.48838299,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
,1,E-Commerce Manager,2,110000,200 000,"Salary, Freelancing",Online consulting,Yes,no,,,25 000,120 000,,No,45000,70 000,51,0.4090909090909091,General Finance,Consult a financial advisor,,63.09007779,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Dancer,3,140000,230000,"Salary, Investments, Rental income",pension,Yes,no,,"90,000",15000,"140,000",,yes,47000,90 000,43,0.3357142857142857,General Finance,Consult a financial advisor,,63.49376182,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
13/12/2024 15:01,1,Technologist,5,160000,"260,000","Salary, Investments, Self-owned business",pension,Yes,no,,,22000,75000,,Yes,500000,30 000,26,3.125,General Finance,Consult a financial advisor,,70.38596501,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Draftsman,2,180000,"180,000","Salary, Investments, Self-owned business",,Yes,no,,"90,000","35,000",180000,,Yes.i  Want to save more,15000,300 000,48,0.083333333,General Finance,Consult a financial advisor,,58.35070243,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Hotel Manager,3,150000,"150,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",10 000,28 000 ,,Yes,50000,"70,000",21,0.3333333333333333,General Finance,Consult a financial advisor,,68.23469792,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,1,Financial Advisor,2,140000,675000,"Salary, Pension",pension,Yes,no,,"90,000",10 000,130000,,No,50000,90 000,35,0.35714285714285715,General Finance,Consult a financial advisor,,65.79327019,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:10,1,Draftsman,2,180000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",22000,130000,,No,30000,20 000,50,0.16666666666666666,General Finance,Consult a financial advisor,,55.17333811,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:10,1,Senior project Manager,4,75000,160 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"20,000",20 000,125000,,No,45000,"25,000",31,0.6,General Finance,Consult a financial advisor,,64.63481946,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:37,1,Tyre Fitter,5,125000,"180,000","Salary, Commission",pension,Yes,no,,"90,000","12,000",80 000,,No,35000,"90,000",51,0.28,General Finance,Consult a financial advisor,,62.1460717,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:53,1,Workshop manager,4,65000,160 000,"Salary, Freelancing",,Yes,no,,"90,000",12000,150000,,No,300000,70 000,37,4.615384615384615,General Finance,Consult a financial advisor,,70.94012279,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:44,1,storekeeper,2,150000,"450,000","Salary, Pension",pension,No,no,,"90,000","15,000",80000,,No,180000,"200,000",22,1.2,General Finance,Consult a financial advisor,,70.10892189,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:06,1,Store keeper,5,15000,150000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,25000,"120,000",,No,5000,400000,35,0.3333333333333333,General Finance,Consult a financial advisor,,60.8062527,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 12:05,1,Nurse,4,120000,120000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,30000,160000,,No,400000,400000,37,3.3333333333333335,General Finance,Consult a financial advisor,,67.7383472,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
13/12/2024 15:28,1,Technologist,3,120000,190000,"Salary, Investments",,Yes,no,,"90,000",110000,"90,000",,No,15000,"85,000",34,0.125,General Finance,Consult a financial advisor,,38.6216407,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:34,1,E-Commerce Manager,3,120000,200000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",18 000,140000,,No,50000,85000,56,0.4166666666666667,General Finance,Consult a financial advisor,,60.7543276,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Customer Rel. Manager,2,140000,650000,Salary,pension,Yes,no,,"90,000",12000,120000,,No,8000,"90,000",42,0.057142857,General Finance,Consult a financial advisor,,59.15385624,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
29/12/2024 17:12,1,merchandiser,2,130000,250000,"Salary, Investments, Commission",,Yes,no,,"90,000","10,000","90,000",,No,65000,"90,000",45,0.5,General Finance,Consult a financial advisor,,64.4118619,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:44,1,Nurse,4,140000,"150,000","Freelancing, Brand endorsements",pension,Yes,no,,"90,000",100000,"200,000",,No,50000,50000,26,0.35714285714285715,General Finance,Consult a financial advisor,,58.39327019,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:10,1,trainee merchandiser,3,65000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,"90,000",,No,300000,70000,40,4.615384615384615,General Finance,Consult a financial advisor,,70.14012279,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:37,0,,3,120000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",10 000,,,No,400000,"90,000",48,3.3333333333333335,General Finance,Consult a financial advisor,,69.0883472,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:39,1,Mechanical Engineer,5,400000,500000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,25000,280000,,No,100000,150000,26,0.25,General Finance,Consult a financial advisor,,68.39016842,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:34,1,lawyer,4,130000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","12,000","200,000",,No,35000,25 000,25,0.2692307692307692,General Finance,Consult a financial advisor,,66.4569876,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Financial Advisor,2,150000,180000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10000,150000,,No,70000,65 000,46,0.4666666666666667,General Finance,Consult a financial advisor,,65.14829018,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:18,1,HR Manager,4,400000,"400,000","Salary, Commission, Investments",pension,Yes,no,,"90,000",110000,"200,000",,No,70000,"90,000",36,0.175,General Finance,Consult a financial advisor,,53.34636605,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 23:46,1,Designer,4,150000,170000,"Salary, Self-owned business",,Yes,no,,,18 000,140 000,,No,47000,250000,43,0.31333333333333335,General Finance,Consult a financial advisor,,65.47895351,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:44,1,Warehouse Manager,5,15000,"280,000","Freelancing, Brand endorsements",pension,Yes,no,,"90,000",12 000,160000,,No,500000,"90,000",47,33.333333333333336,General Finance,Consult a financial advisor,,76.93970421,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:57,0,none,5,300000,300000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000","35,000",150 000,,No,5000,"150,000",45,0.016666666666666666,General Finance,Consult a financial advisor,,58.66094935,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 20:57,0,none,5,160000,"240,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,"200,000",,No,60000,"90,000",57,0.375,General Finance,Consult a financial advisor,,62.944461,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Project manager,2,150000,350 000,"Salary, Commission",pension,Yes,no,,"90,000",22000,80 000,,No,50000,60 000,45,0.3333333333333333,General Finance,Consult a financial advisor,,65.63469792,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Secretary,5,35000,"40,000","Salary, Freelancing",,No,no,,"90,000",18000,"80,000",,No,300000,250000,59,8.571428571428571,General Finance,Consult a financial advisor,,67.059941,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,Repairer,4,180000,1300000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,15000,80 000,,No,10000,"15,000",20,0.055555556,General Finance,Consult a financial advisor,,63.83444819,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
04/01/2025 23:10,1,Business,2,130000,420000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",15 000,,,No,125000,20000,38,0.9615384615384616,General Finance,Consult a financial advisor,,65.90007792,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:26,1,Structural design engineer,4,150000,"160,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",13000,150 000,,No,5000,"70,000",45,0.033333333,General Finance,Consult a financial advisor,,59.83927493,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
27/12/2024 12:15,1,Technical officer,4,130000,200000,Salary,,Yes,no,,,10000,80000,,Yes,25000,40000,54,0.19230769230769232,General Finance,Consult a financial advisor,,58.69978426,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
14/12/2024 15:51,1,Diagnostic Technician,3,70000,"70,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",9000,170000,,No,300000,"40,000",35,4.285714285714286,General Finance,Consult a financial advisor,,68.85451926,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:12,0,unemployed,2,125000,"220,000","Salary, Investments, Rental income",pension,Yes,no,,"90,000","10,000",200000,,No,60000,400000,32,0.48,General Finance,Consult a financial advisor,,65.52383514,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
13/12/2024 15:01,1,Vehicle Body Repairer,2,1500000,1500000,"Salary, Business profits",pension,Yes,no,,"90,000",20 000,80 000,,Yes.i  Want to save more,5000,200000,29,0.003333333,General Finance,Consult a financial advisor,,61.36795024,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
04/01/2025 22:47,1,Procurement Specialist,4,140000,140 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,85000,,yes,47000,"50,000",27,0.3357142857142857,General Finance,Consult a financial advisor,,70.63661897,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:57,1,merchandiser,4,60000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,200000,,No,47000,"80,000",46,0.7833333333333333,General Finance,Consult a financial advisor,,65.33414898,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Diagnostic Technician,4,250000,"450,000","Salary, Commission",Crop sales,Yes,no,,"90,000",25 000,170000,,No,45000,70 000,45,0.18,General Finance,Consult a financial advisor,,64.26109141,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 22:47,1,Technologist,4,170000,170000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",20 000,"110,000",,No,47000,70 000,22,0.27647058823529413,General Finance,Consult a financial advisor,,70.19753623,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Director engineering,4,170000,150 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",12 000,75000,,No,50000,180000,55,0.29411764705882354,General Finance,Consult a financial advisor,,59.95166208,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Production Manager,4,160000,450000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,40 000,15000,"180,000",,Yes,5000,250000,27,0.03125,General Finance,Consult a financial advisor,,60.65713988,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:23,1,Electrical Engineering Tech,3,150000,"450,000","Salary, Pension",pension,Yes,no,,"90,000",20000,120 000,,No,300000,"90,000",51,2,General Finance,Consult a financial advisor,,67.14472414,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Senior project Manager,4,150000,"160,000","Investments (fixed deposits, stocks etc), Salary",Event betting cuts,Yes,no,,"90,000",18000,180000,,No,500000,50000,38,3.3333333333333335,General Finance,Consult a financial advisor,,69.43052864,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:12,1,Lighting Technician,5,160000,"250,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",13000,"150,000",,no,47000,"90,000",31,0.29375,General Finance,Consult a financial advisor,,61.19977741,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 22:30,1,Hotel Manager,4,100000,320000,"Salary, Investments, Self-owned business",,Yes,no,,"90,000",10 000,160000,,No,5000,50 000,32,0.05,General Finance,Consult a financial advisor,,60.59432185,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 23:46,1,Technical officer,3,130000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",35000,150 000,,No,47000,75000,26,0.36153846153846153,General Finance,Consult a financial advisor,,70.80803167,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
